diameter,x_center,Re,Cd,channel_height,U_inlet,blockage_ratio,flow_regime
0.49978,2.476135,49.98,1.60547,2.0,0.001,0.24989,0
0.49978,2.580571,49.98,1.60402,2.0,0.001,0.24989,0
0.49978,2.683182,49.98,1.6036,2.0,0.001,0.24989,0
0.49978,2.787356,49.98,1.60034,2.0,0.001,0.24989,0
0.49978,2.895706,49.98,1.60209,2.0,0.001,0.24989,0
0.49978,2.999685,49.98,1.60028,2.0,0.001,0.24989,0
0.2689034395562996,1.054244486240992,132197.2703133877,1.1473059177785072,2.021513159854704,7.374242062402658,0.13302087015630756,1
0.2212177210339231,2.8665818961274807,177282.09802104742,0.991325743167852,2.280534394393389,12.020879059268154,0.09700258043806699,1
0.3167205213919274,1.0287089535469167,383373.24816026434,1.2753038984856957,1.773863806391076,18.156697574035174,0.17854838700175915,1
0.2583008736916857,2.4197447309755837,144565.33472262596,1.0177324645585957,2.7968416780043897,8.395171064840223,0.09235448531930819,1
0.0591994548526336,1.739221445168592,49988.01324411512,0.7103458691701676,1.874780981171064,12.66599836988819,0.03157673106735659,1
0.4945152403869011,2.372097510593453,192767.50703934507,1.295865197770205,2.506069678473615,5.847165808940289,0.1973270115490556,1
0.490884697730592,1.802198456248418,264386.4421572769,1.2983303782827182,2.695366175055757,8.078876059273021,0.1821217103165723,1
0.0759611394571392,1.83326780418703,95243.40443455412,0.876154986557684,3.775162451337829,18.807657135322764,0.02012129025870671,1
0.1324065632730149,1.924669287215769,105386.7270586116,0.8414239085749771,2.883438166793089,11.938992046939932,0.045919681856842184,1
0.2118830706451981,2.542097180295096,122654.76909451478,0.9325029398243992,3.706650930026588,8.683192719528474,0.05716294160013558,1
0.1221509661787443,1.0247809425700127,158131.55647345632,0.8278655677571604,3.7935583594803486,19.41837564862909,0.032199574806456084,1
0.4664067571776756,2.7945181611758603,516962.5546225994,1.2303145881273363,3.0890526432045786,16.625913325661728,0.15098698890862083,1
0.384091768060248,1.0813405965736318,490839.7055043077,1.40376217276449,1.69109635484489,19.16884503864121,0.2271258920048216,1
0.3679857540464225,2.075440990065563,395560.2207766639,1.140671881818782,3.4449631886512453,16.124002753925744,0.10681848655413193,1
0.2680984373343886,2.230115615175428,328206.874046659,1.031470210692235,3.28617500571292,18.363042916805565,0.08158373697940835,1
0.4680869758020154,1.3857250352161885,420835.34592978633,1.2888284926281883,3.3744273496323203,13.485806090056167,0.13871597379419606,1
0.2263722639488888,2.4902531304430706,280453.54041759984,0.965873658099203,3.802957356781377,18.58356245981541,0.059525322718969,1
0.4688287535119995,1.973785682397368,275772.0672774838,1.2606253843046915,3.273480249509687,8.823223785177637,0.14322027865670559,1
0.4866319372340587,2.4150642420565385,332475.0798243384,1.373286107819385,2.33359308053989,10.248250917749328,0.2085333305502747,1
0.3392021178137053,1.5983744525542396,174249.92316981836,1.1414402786599194,3.504165135400461,7.705579388460019,0.096799695421586,1
0.2361548553988697,2.845995820899587,230730.07352464527,1.0266321989686873,2.046518398124612,14.655430636918606,0.11539346805544345,1
0.4277357656180099,2.3373523339410927,445794.4569798127,1.1413272191302155,3.251080508954468,15.633289035429762,0.1315672633882474,1
0.2758795591341795,1.3556398085568977,167704.04300740207,1.0869006476534333,2.9826906138487432,9.118329219482106,0.09249352173948597,1
0.0661132481340618,2.8203895904138245,43001.49658276551,0.8956318839747999,1.863988183176024,9.756326711304991,0.0354687056123995,1
0.0996991241864307,2.345132439243364,124268.43900546098,0.8581478901023722,2.1886387921907744,18.69651915493569,0.04555302800177196,1
0.0644822773783631,1.609201171464757,22233.59198679193,0.8849111345349567,3.8151541181132615,5.172023901156215,0.01690161796406066,1
0.1847246390382644,2.8776831217242327,76656.99150351867,0.9525429184460183,1.9007169285795384,6.224696816511823,0.09718682264608151,1
0.0520173324231483,2.349122148176196,51313.49355787968,0.8859545907128797,2.371863455796488,14.797037208806746,0.021930997881022846,1
0.4023984593519834,2.742475915095614,473514.46347677015,1.2079183252094736,2.9268485870344056,17.65095463732556,0.1374852327976791,1
0.4654743686505019,2.935649400322736,329135.67931321525,1.237206940335689,2.830190511677253,10.606459822936383,0.16446750377049646,1
0.1862743118279785,2.9934006135937805,161903.00880017312,0.9151063816021066,2.317920962989147,13.037466670365804,0.08036266758110797,1
0.0715625472435243,1.218024036723022,37976.35535154317,0.7572062048806197,3.73927737905567,7.960104163630016,0.01913806866651785,1
0.1669069373290497,2.161649421711289,209133.0818192589,0.9547473140371264,2.730374399408116,18.794882210943896,0.06112968879477898,1
0.1670372967080827,1.2740707862522285,139938.47908418791,0.9734078132505946,3.104586350000388,12.56651794318249,0.05380339854552985,1
0.1206738595390487,1.0229320973476324,141751.986157003,0.7875784873869285,2.5623966379876424,17.620052930079723,0.047094137476631624,1
0.2717770449742696,1.6866125207818603,250619.6103273669,1.0229751601729418,3.149885980644852,13.832272535255555,0.08628155007649857,1
0.0886030331486397,2.868335952619449,104806.12724349055,0.888412020957686,2.3048129372191197,17.743093580273154,0.038442613592556456,1
0.2844620075022456,1.7020371720225818,309340.3948469712,1.0741945830144644,3.77214135973812,16.311865206350753,0.07541127979413642,1
0.0938468895945449,1.6373623094612324,77693.90140380363,0.8892662156663698,3.811156762540412,12.418190161571394,0.024624253328270115,1
0.3801737758199013,1.869783855425844,127402.3841926671,1.5159004560683575,1.5416387995348009,5.026742727765937,0.2466036635394887,1
0.4474049796857254,1.5719135516804783,157343.71857917236,1.2420438696195035,3.2205191961408013,5.275211242274169,0.1389232457368544,1
0.1513084126459972,2.9600304977437766,128846.67558108522,0.9476376786370074,1.9662569599027155,12.773249682012352,0.07695251217495168,1
0.1625982867582093,1.8244262134412088,160044.78092481755,0.9123200936337252,2.468420354740846,14.764434249188406,0.0658713927900988,1
0.2081696314184891,1.7442558257198042,130523.21607910287,0.966388494120831,3.3047754469030384,9.40506176547254,0.06299055253922575,1
0.4239006327775476,1.4265163108645502,203334.007782554,1.1955665626080163,3.3809587426396783,7.195106307706028,0.12537882448295948,1
0.3044145749964596,2.132188402419721,243151.5976870574,1.1030398545902738,2.802424714353841,11.981272464855795,0.10862542477493417,1
0.2338278893497858,2.1269501579363084,294964.460795154,1.0950564432082242,1.5837951471249716,18.921895605483986,0.14763771045406246,1
0.2428051888111001,1.177353354947329,261886.28171929423,1.0609039204194286,3.439527666659693,16.17879026813379,0.07059259652558662,1
0.1817605554876312,2.1165017518366502,142671.2147617051,0.9157023818595276,2.1484483816355,11.77410696002856,0.08460084824065754,1
0.1564003356455829,1.3001126942957562,162395.45000178865,0.86596091835179,3.529280512487244,15.57497776441393,0.04431507642767689,1
0.1641820480235984,2.7875049847853983,119110.49802390876,1.001193253829885,1.613012109030875,10.882173123469803,0.10178599844624957,1
0.4531874573410626,1.5510813758800044,159100.3796610939,1.3004025215718935,2.2166117066319355,5.266045333466405,0.20445053862395465,1
0.1334291461773971,2.9220456638185937,132362.72772433332,0.8164414071734354,2.415221883714765,14.880114073617094,0.055245088278255645,1
0.4962895178608296,1.5246755493115005,571242.5180979156,1.277841280157344,3.874103658459212,17.265401470501267,0.12810434660858075,1
0.3414202019135059,2.880783501895271,343435.4411675841,1.1142661227133506,2.7163050799804225,15.088537786111528,0.12569287758942257,1
0.113329422399487,1.819576410384997,85116.36348519786,0.8851775550088334,2.0129044284034183,11.265789812088084,0.05630144223458083,1
0.2603421983958061,1.6243007662827518,246617.89866435,1.077246892074123,2.177224009788366,14.209254215258412,0.11957529276976524,1
0.4890903507458343,2.9659746802735176,635790.4623209293,1.2133622886887454,3.517094416953896,19.49917212693072,0.13906091016158398,1
0.2409535142466055,2.4728127316466995,147672.71086258392,1.1049029232448837,1.6973461520470048,9.193020777741008,0.1419589716311047,1
0.2304793565586002,1.4608609462029911,249677.74758416205,1.0164762303844577,2.6194542800161718,16.24946489648069,0.08798754699287108,1
0.1014650881129184,2.7195788876805835,121474.02536662978,0.8640120719599564,2.877027831681218,17.958003234291347,0.03526732935830736,1
0.3938303912790711,1.4896158297870623,295950.655629363,1.1437871954378536,3.945978195421935,11.272009303351991,0.09980551634471455,1
0.3744914928061313,2.355008641748195,338113.3924183186,1.155489810986199,2.6212699285987826,13.542900129110071,0.14286643611950267,1
0.2253684440802265,2.6367013432381743,164679.5761521262,0.9917360504741451,2.4242806403351445,10.96068995978228,0.09296301770123051,1
0.49945458576137,1.536529044184896,411614.068844174,1.2958052073793205,3.377937142153632,12.36190678527984,0.14785786849868335,1
0.4843632343609335,1.378296471654506,291600.94189083617,1.200661849122031,3.4706625468412384,9.0304420692326,0.13955929965065836,1
0.1470960589427012,1.1119154079346545,147864.27436431914,0.8650475083712467,3.9641267926453208,15.078338137725073,0.0371067997157936,1
0.2270138080127431,1.561981895051911,179246.3169994841,1.0551425485451058,1.8007443418658888,11.843749851732962,0.1260666507370595,1
0.4784711265747612,2.0553378731090586,452042.24431156495,1.3627532483205114,2.20423193302404,14.171458397529864,0.21706931988701159,1
0.2668608724441885,1.543274006361614,344479.9840638961,1.1478131947887762,1.888753062120839,19.362897653866867,0.14128944529388945,1
0.2231858906134315,2.682334950297188,89103.58000238548,0.9510846285450234,3.688131929307702,5.988522376402172,0.06051461685518545,1
0.4198519562606355,2.205635424735556,466023.8754061893,1.129261734999868,3.84303184771584,16.649578564196013,0.10925018914693106,1
0.1608989032808797,1.3394617911663476,99477.548580489,0.8979755004839441,2.172428885649048,9.27391795892157,0.07406405997626411,1
0.2399183863874721,2.224791896478905,230747.35689898385,1.1351886308214092,1.5367875836200222,14.42661567377686,0.15611681727823812,1
0.4451676423178837,2.7676035474336804,259820.39542542555,1.2435097647163944,2.630486734280362,8.754692751452067,0.16923394310128342,1
0.1361601830142492,1.955440926356184,141658.00153132607,0.8847206831955094,2.407915553157025,15.605663681779289,0.05654690956073156,1
0.4977286223461541,2.147593312388385,392044.12021637807,1.2145872697946385,3.1747401906676744,11.814996243386345,0.15677774950191362,1
0.116390687053524,2.35852995275954,118555.61766529246,0.8755995365898426,3.968362522177937,15.279008226505212,0.02932965080761973,1
0.1392362955601037,2.01338965063776,75984.66469329245,0.9195701757817156,2.3523363886196718,8.185868245161588,0.059190639669442095,1
0.3804281850702897,2.862148802537626,198036.89602046215,1.0877760712795597,3.576802183643814,7.808447315116989,0.10635986155732384,1
0.2141303741336591,2.60284737754327,98470.7533714072,0.9813919599725596,2.6039879770343712,6.897953205130691,0.08223170614540541,1
0.4127752867824156,1.6900763582867997,238037.8534545866,1.427021944939488,1.72232282605085,8.65014916384986,0.23966197308600773,1
0.4483584823282457,2.245257026618176,368882.2696124335,1.159948665895594,3.610255710366423,12.34109370576286,0.12419022869788345,1
0.2725746816840633,2.0685571237266966,298488.1188936233,1.0273312474381602,3.0019281012972905,16.426036914880953,0.09079987011223536,1
0.154612468948994,2.6488030211339515,130856.11264192504,0.9829191461663376,1.842002032792387,12.695235403532738,0.0839371869284036,1
0.4918144138265931,2.2610971374869147,332055.5575051165,1.6787406864354626,1.6603203008864968,10.127465203435294,0.29621658758493646,1
0.2859956383058334,2.7488195406440674,117670.4112723744,1.019971761271675,3.943733083230804,6.17161918811548,0.07251901492063928,1
0.3536689316941775,1.7996198032097424,180406.87640987447,1.2804274271941252,1.979143543479536,7.651515028999276,0.17869796905806615,1
0.473776332862966,1.2001644790163637,249079.1729270836,1.3076481423050106,2.5770315899776683,7.885973474717447,0.18384576064396307,1
0.1049574852829618,1.130248383851205,93261.72567566507,0.9105400932081568,2.266351571456613,13.328500405316678,0.046311210760431265,1
0.4490915444496748,2.941710277943865,248078.7812780675,1.1921916383131197,3.1673868411224344,8.286020445410564,0.14178613695652317,1
0.3203079230434635,1.1863255667968384,357394.67677808495,1.2351419399313397,2.206643842933457,16.736770357515745,0.14515614926677708,1
0.4604618873878789,1.9595210656459956,550297.5992663628,1.497739387999111,1.7145614549404462,17.926486893022997,0.2685595701810949,1
0.0822933692805046,2.1885978652832367,40657.7950041548,0.712944716885583,1.5893903916083243,7.410887783480264,0.05177668728526218,1
0.4285722271840051,2.198742240079183,532723.039848217,1.263121027462659,2.194261083137289,18.64527165054125,0.19531505638847924,1
0.1981612764738672,1.1640534738203028,175154.31886905985,0.9661670433739716,2.500244026699981,13.258467192919891,0.07925677428191522,1
0.4879997260175046,1.1924065338105538,430322.1936910957,1.371900008726658,3.3286473252954494,13.22712403558788,0.14660601689732627,1
0.1718705678000277,2.801255614539578,193407.4500250796,0.8875758663672823,3.427728410190791,16.87963091942334,0.050141244355605526,1
0.2418571404399233,1.890818563898624,126833.81152213704,1.0054473787466789,2.7727884293646605,7.866243557546044,0.08722524152170562,1
0.4041023062412724,2.3802554400526463,401585.85221230856,1.1246644764881928,3.8676031521793774,14.906590955182718,0.10448391169956579,1
0.2804026688079462,1.284483199902769,133686.3232103113,1.0883151364170012,3.255815517101695,7.151482746864079,0.08612363548704957,1
0.2774282653477017,2.6683262324179378,191916.757876454,1.029894954151264,3.35944705794502,10.376561178937054,0.08258152623408362,1
0.1660186033457142,1.7124118664044137,128378.09100664628,0.9578451027002186,3.4937958597097944,11.599130014903867,0.04751811783287883,1
0.2839042224213157,1.7280035810781031,378160.98181365686,1.056919979646276,3.076749374922206,19.980029457916807,0.09227408144951489,1
0.2276093578646053,2.831855349158021,81785.15749722948,1.0334472926781209,1.954741710414928,5.389837104976139,0.11643960767394237,1
0.35587128031235,1.4808929282372312,334140.6855891976,1.2849719770427537,2.8404468088643453,14.084053873183612,0.1252870777941562,1
0.342448491253862,1.640796144585433,218988.1881003008,1.2828244769629704,1.671139458004478,9.592166137094832,0.20491915837041075,1
0.1924716912944192,2.0326480791253783,125732.71566862428,0.9504034763135424,3.723991089446405,9.798795461013588,0.05168425129691472,1
0.2028875686886249,1.861981876039228,141177.8857503899,0.9502021848104172,3.636849940777118,10.437644356150134,0.05578662083739207,1
0.446354667340117,1.6447940727565622,242306.4109250086,1.2642918789852515,2.6557529557853847,8.14284341538118,0.16807085401816552,1
0.137056317123814,2.4491603812108744,55833.03262699049,0.8786729278975249,3.506942281970115,6.11059385645304,0.03908142937750863,1
0.3966339820102142,1.4233791480302356,221267.85589312064,1.169012679242748,3.204034792545656,8.367961367241945,0.12379203338646716,1
0.1382179755384012,2.222165757430166,115517.77002147866,0.9311106416767788,2.081817958289461,12.536477571549757,0.06639292114281158,1
0.2905613795434094,2.70730748861431,327506.22737463284,1.1512005707111084,2.1190823338555984,16.907248369825275,0.13711660698654535,1
0.1407664049090719,2.341966589046212,169556.69111311293,0.9466683470645444,1.737629156352587,18.06787896827777,0.0810106140279961,1
0.4432509497165078,1.84553476412029,420755.3577531203,1.2265910022574409,2.850579271443166,14.238729483452596,0.15549504416767285,1
0.3662848281650372,2.39141947898134,250334.17342694924,1.1813962283668304,2.223493286837426,10.251619266393256,0.16473394830259214,1
0.2107320952015142,2.327129485893212,77160.9729539948,0.9972604707357958,1.8184147954434136,5.49235081254773,0.11588780278821256,1
0.3889148871076868,1.9615560498118536,166480.49144178824,1.37149416228939,1.747940945517072,6.420961126477452,0.22249887108894223,1
0.4562797845057731,1.3932008962216438,504661.35078105406,1.280732242838982,3.1102970279515225,16.59052300534264,0.14669974616742126,1
0.2290675461491503,2.8863263998233726,96754.7110529429,0.9760177431759958,2.6688720356589792,6.335776019747295,0.08582934778759092,1
0.420692704226422,1.4874636215605088,183748.9739416873,1.1664054648392397,3.783476476981196,6.551657733626563,0.11119210249777717,1
0.294212810249131,2.454735143392704,131736.27744478715,1.155648021110161,2.0972542780820014,6.716377033340422,0.14028475865987836,1
0.1710317523967334,1.4288005183569448,125999.84999482206,0.9279267203778718,1.9558130881882747,11.050566479247674,0.08744790257803468,1
0.4076847878601901,2.5697369123982723,368518.2367221921,1.1490980479824169,3.196760257588994,13.55893993456669,0.12753061068385127,1
0.0684552725181343,1.7595365731026589,72780.9074538489,0.9039033483367884,3.365790033944803,15.947838225587812,0.020338545134350742,1
0.1855117236243381,1.0454959500762355,95837.58602748766,0.942854546784704,3.6774363037769664,7.749180279966493,0.050445937957866324,1
0.0841499888747838,1.5468775542554654,53070.45889789829,0.7337606520357803,2.029135027774042,9.459976098784953,0.04147086700636981,1
0.369736964880366,2.500454388453105,422051.49872800027,1.1308198110286218,2.6474818353740845,17.122368284081148,0.13965609128650464,1
0.1586174959671782,2.6770292297330998,172148.19771128573,0.8983583399845407,3.2108641328773966,16.279559514693197,0.0494002515843092,1
0.4326291067787829,1.7065109537072338,228872.09236561516,1.2231847193175065,2.4619957979602747,7.93539161302818,0.17572292655300606,1
0.3772509424743527,2.9254364454616555,131778.235209352,1.136061480103566,3.073954711706989,5.23967817065073,0.12272495135911178,1
0.4863922946997216,2.782540322555687,586305.2853302527,1.2366326105765355,2.895022677637081,18.08124712457297,0.16800983925166182,1
0.4797274205273294,2.8273449947829667,305587.0958685363,1.479524297471207,1.8958184785472487,9.555022793963705,0.25304501773552757,1
0.4714051055977808,2.630756153960317,197970.34686162893,1.2004577850403446,3.59647296817258,6.2993700485250175,0.13107428020995485,1
0.4847097802975847,1.565776122287886,634802.6812870794,1.501326095227845,1.8650483916783689,19.644827908073548,0.2598912620499843,1
0.0629157658548791,2.2333191869785947,36604.86615991443,0.8565000953383709,1.564709457591393,8.727112909428815,0.04020923216743851,1
0.4251725637002881,1.2982070175469826,454317.3724874415,1.3288630574806488,2.054599753581769,16.028222818524743,0.20693692918004483,1
0.4003202028444847,2.3782648838907097,178700.80863210853,1.2512643335190488,2.249246635130934,6.695920191974288,0.17797968288221142,1
0.3854371466027169,2.9020392098303938,201260.03121383692,1.0884882745644886,3.192533550120747,7.832406644809556,0.12073080534678768,1
0.4557371660129922,1.3483715855113751,551097.4495998301,1.230707949149708,3.838835738575282,18.13866052733077,0.11871754798816457,1
0.4594242961988988,1.2350253301837772,210253.76338745863,1.2939319697547602,3.911812056497608,6.864692348457124,0.11744539092459329,1
0.3007700524535606,2.2098418902589536,374355.376840365,1.0514198349616213,3.905777605633564,18.66984630550108,0.07700644604540204,1
0.4086656847422714,1.2089254896421624,198460.0313551657,1.290832259752067,2.2374760425854827,7.284439534493565,0.18264583707901683,1
0.3425814029805158,2.165651504237852,258180.5767268575,1.222771562599957,2.7282970460220426,11.30449177103499,0.1255660205621716,1
0.0923743960947034,1.581476671038541,61057.473157253015,0.8777245819761446,3.458305721821952,9.914674802526893,0.026710882011332836,1
0.2709510647373216,2.989874355835981,182383.49485820087,1.091330979812743,2.413007237466492,10.096850608523118,0.11228771324440925,1
0.2136275572913035,2.067900707472805,163100.02828914204,0.9737952620373392,2.7777589633587154,11.45217618624488,0.07690644152687627,1
0.1298232184348213,2.797606091233769,81700.17962913342,0.8932706033598854,3.608609889466996,9.43978056631121,0.03597596371216414,1
0.0907408278473056,1.9142396452018904,48294.72999139707,0.876588561106877,1.991729487952588,7.983406885927662,0.04555881127239988,1
0.257267269880871,2.521464920907723,213369.68395627665,1.0178667012909015,2.6918982114517096,12.440545821573725,0.09557095018913428,1
0.3587331098988055,2.080871979317047,240207.5936941732,1.1776777741429287,2.6894294796440814,10.043995956852145,0.13338632323844393,1
0.295727166394965,1.3120616876742734,127386.51059373532,1.1246748196150882,2.9113312325128105,6.461353152635363,0.10157798710513567,1
0.397870244713735,2.696954269747264,273546.4074597178,1.1046801127996702,3.4163965202664084,10.312900163841078,0.11645903581552335,1
0.1409198747188335,1.4023536959912235,156667.10267518772,0.9399735333807852,3.294575903638441,16.676189535483203,0.04277329733493327,1
0.2635003911852237,1.6540412010327323,213267.2702745635,1.0291562155155745,3.697675132719032,12.140433794915152,0.07126109831921944,1
0.216900084460876,2.316791760852057,229802.15390170083,1.0514021879627629,1.9958870845469128,15.892258949983404,0.10867352474006042,1
0.4579250148158582,1.0186140285547478,514288.9871728342,1.4132662677069243,3.1897952651985717,16.846283906754074,0.14355937505203845,1
0.298366726345519,2.6585091906347733,382278.1720165337,1.227534208916479,1.5544535885444273,19.218539045830585,0.19194315516676583,1
0.4291345116783711,2.0607965136315736,392759.09898752574,1.5593455901923718,1.5938273242477936,13.7285310887053,0.26924780692971306,1
0.187090441340572,2.6678815708434858,131062.58328339356,0.9275620046461932,2.4705218255930816,10.507959333273398,0.07572911900734107,1
0.4696922249341992,1.4091469672147532,442349.5110100095,1.31109653814144,2.7106727172597216,14.126788379517452,0.1732751511990062,1
0.4643402920039623,1.8485674987815008,415735.16226222384,1.2101745939960205,3.477426853289418,13.42986499625181,0.1335298516961548,1
0.0506332741486899,2.330368232195475,46535.001282135934,0.8845350269262353,2.867125640351885,13.785895361659112,0.017659942569686494,1
0.2206922657553089,2.9091294434094337,136767.07330150122,1.0509547553497447,1.6300062831496662,9.29577705182071,0.13539350617033485,1
0.4416319897959703,1.1348042253955244,430216.9921003076,1.3605983800554262,2.153015299661261,14.612290392473504,0.20512255062258652,1
0.4372955484720297,2.643049366546557,210613.6803111964,1.10658061669819,3.933259842882952,7.224416566111043,0.11117891162550457,1
0.4925526574543205,1.1004537697513126,653596.7611279129,1.4303840185717998,2.274575942043821,19.904372189541817,0.21654702678853496,1
0.305676231115743,2.970012333615479,404429.40029987023,1.2565109333254123,1.7181731076840043,19.84596899260061,0.17790770309970483,1
0.231739549998037,2.851192083849245,169007.18935451916,1.0156115860620727,2.702733600417499,10.939469936570005,0.08574265327601638,1
0.3653289137615433,1.0986268301504845,262486.1100672385,1.3185871386028618,1.9402039536357767,10.77738854685484,0.18829407757723002,1
0.2930021779664633,2.249196475959517,301248.1112029568,1.0593738268208548,3.668038154535391,15.4221436147876,0.0798798064857033,1
0.0718319138455238,2.945637020823345,72408.46946348567,0.7276350700260246,2.3985030835424257,15.120396823729717,0.02994864352620842,1
0.1379450777600749,2.589754042422342,85767.26718979313,0.9421143682263008,1.5310808794531214,9.32624076724576,0.09009653220236592,1
0.1478884125948074,1.0506986290779332,59675.22293372699,0.9120171248170948,3.987352289723575,6.052728055567312,0.03708937707258864,1
0.3229232331905825,2.74583657345222,258585.3811446548,1.108804979252058,3.580515016006135,12.011463773746646,0.09018904591853531,1
0.233382765144536,2.6147100306113256,148203.2953577402,0.971341959630905,3.615628428173546,9.525336753077497,0.06454832673788621,1
0.3340054523672742,2.702094970765653,355162.670306689,1.1797426436704015,1.9366270126151048,15.95015894753195,0.17246762034794366,1
0.2515072975842828,2.7558356836267803,193872.18710637285,1.0530883183156363,2.434672347830408,11.562618001654853,0.10330231819834267,1
0.3453668254011939,2.776389784123123,345283.2996988152,1.1069964112303388,3.5340741032752323,14.996372304913118,0.09772483974830136,1
0.1116903939418294,2.4939356487949715,117800.77361846124,0.8723551554627762,3.8547451975871256,15.820622901529145,0.028974779970344578,1
0.4517940463396362,2.9395924233707422,335243.60178678617,1.2983453811683736,2.275223252859061,11.13041233620308,0.19857130317735142,1
0.4383385411421299,2.030268110028529,500258.9657714833,1.2476231843323249,2.825201127388354,17.118924717457457,0.15515303915630768,1
0.1839995596685757,2.7344619824880403,127182.75450094302,0.8943997471637473,3.7265090513719503,10.368184146475205,0.04937585207282255,1
0.2613136815126277,1.7347917137248654,107281.04674656731,1.02837889401848,3.0379169518346547,6.158176226684657,0.0860173881168198,1
0.3901985053630927,2.891551718516005,137977.2366858484,1.3481724640141135,1.9499938346874404,5.304117063087774,0.20010243028570224,1
0.4257426493797684,2.774041991973971,491591.04946888913,1.4528135919053766,1.6028433648992677,17.32000717516968,0.26561712685289407,1
0.3197817654322745,1.7700805463977958,418263.937744941,1.1295133066779532,2.588858735622683,19.619502249270237,0.12352229228736163,1
0.3211595977625628,2.02339818395377,235486.60911679405,1.267651411026125,1.7593089731418077,10.998578779399836,0.18254871808505008,1
0.4187023378321506,1.676278461529643,449366.5037894301,1.1806492976446452,2.967696151973802,16.098542921304592,0.1410866599512465,1
0.3957974769762261,2.90463518517514,360497.3434244311,1.1440257060439496,3.553387547795161,13.662189543697544,0.11138595823070697,1
0.150700433479194,1.4175194028534868,162281.7701583335,0.9201643315435768,3.152153939747847,16.152750832737826,0.047808716312645924,1
0.2153711628646212,2.8163248252763893,243460.8215370364,1.0586758954917028,1.7019828777283337,16.956366277091043,0.12654132170358898,1
0.1940138154197441,2.1105538556854437,156706.31965192602,1.0553867818762914,1.6584080044108578,12.115605219625396,0.11698798781947913,1
0.3140688241555104,1.9046022586676408,406192.7009937335,1.1208379402880984,2.475733152703288,19.399857758212644,0.12685891603970897,1
0.3722730591258224,2.427962960872716,221486.34680424567,1.0749064466930809,3.644843582435492,8.924350340755659,0.10213690950135884,1
0.2744427928222157,1.3193490260555802,271640.0344268034,1.0885790221837732,2.455722542291047,14.84681187835594,0.11175643343086163,1
0.0673352776521883,1.69873138731548,33906.90089238411,0.9132113660745784,3.7170308472598577,7.553299416286469,0.018115340017107177,1
0.2468141279290728,1.4076875664276784,317717.3267351648,1.0785133777917293,1.963267606722964,19.30910495689701,0.12571598853049312,1
0.3669807078299827,1.4975970643245495,240335.89379889492,1.1609411788711328,2.9629298695310538,9.823509329143238,0.12385737225973059,1
0.3613828692669643,2.959338048969673,296291.6589661327,1.397540843956177,1.7064595438215822,12.298244500374471,0.21177347601083735,1
0.1215434365685761,1.836032902096285,96423.48548163367,0.7926414772437564,3.899917100990512,11.899879771858,0.031165646197378438,1
0.1931062238762625,1.8736614446634636,180569.67385330837,0.9859762161555722,2.44551348900123,14.026192700734445,0.07896346707747208,1
0.403586576292428,1.6154251253541778,209036.5139337373,1.1522725278657548,3.284135280317789,7.769207137192109,0.1228897538756001,1
0.0897473793408416,1.7559273578243424,38963.09830614917,0.8801813658533059,2.348843597301566,6.512128586759428,0.03820917639809927,1
0.1275135003518865,2.5869853419737527,169352.18359257607,0.9118248585456168,3.657232295799552,19.921676896002936,0.03486612007072666,1
0.0748434501499466,1.7412895169456006,54177.81096847565,0.8398104560466937,2.672165311023403,10.858226910958535,0.028008540430188644,1
0.310207657729885,2.4698551983475543,145205.0247295363,1.0809019133838682,3.448634064042496,7.021346239104178,0.0899508767730082,1
0.3073545322732652,2.6536217295644366,392413.0005346335,1.10068136526849,3.546681894766698,19.15115734420392,0.08665974039757605,1
0.2482174199865337,1.1880663316960285,217561.27504739293,1.0451543506302186,2.442427084740572,13.147421828362976,0.10162736138053378,1
0.084326915425498,1.1523496690234325,65682.99661528757,0.7462099482697285,2.917650995559126,11.6836355777743,0.028902331208855898,1
0.2227887771098529,2.9168158857747586,144432.3764290919,0.954791104774227,3.242960192848197,9.72439309798862,0.06869920192087958,1
0.2460655632592686,2.688153801481836,299948.1267222049,1.0892516463545745,1.6890022900355026,18.284646747145345,0.1456869328780462,1
0.0580058464128757,1.984384106836488,68423.82336019371,0.7719087410286307,2.1960095128209085,17.69403282382037,0.02641420543682602,1
0.3919153352332195,2.9284413743132984,425832.9890537873,1.4288540629755142,1.681587092008954,16.298149782798784,0.2330627637995289,1
0.0625101237705553,2.1511824105316744,78628.11743333528,0.8311530052593897,3.0948842995270907,18.86769198904677,0.020197887132681204,1
0.2068324552305322,2.5370754560933886,80202.88610433873,0.9279197270725048,3.1271503309067925,5.816511196099217,0.06614087374896241,1
0.3364398545858935,1.4484865370647568,391809.5203435637,1.147469967120091,3.332414902565753,17.468628419148878,0.10095977374451652,1
0.1180317740201376,1.8055929009765288,115371.64124551752,0.9246946301498252,2.1826617987168677,14.661938558913006,0.05407698713997997,1
0.3297229320373244,2.334491176068468,140641.707404276,1.191516135576431,2.124344456534869,6.398176790522206,0.1552116141160803,1
0.4388186978296634,2.530491421278577,542333.7065358367,1.1569403887820549,3.11556214455756,18.538420623989275,0.14084735834790416,1
0.0956496979788156,1.455191647593418,67429.38335833444,0.6836097413623886,3.922389938493168,10.57442701595387,0.02438556581030813,1
0.4303448331006649,1.4347234700456013,203172.6171352803,1.2244641321062448,3.56209505313126,7.0817377661330525,0.1208122822894269,1
