diameter,x_center,Re,Cd,channel_height,U_inlet,blockage_ratio,flow_regime
0.3495534156495009,1.0932617517064254,429480.3344214116,1.1811592137792926,3.625225508040721,18.42981566737373,0.09642253009480216,1
0.1424728073385053,2.086820904201702,64084.79962704059,0.9588526179249374,1.980616446013677,6.747055893421783,0.07193356776636674,1
0.2444366008871279,1.8293899231969892,278252.527400562,1.0992979970097894,1.629446539629852,17.07513480330114,0.15001204086306172,1
0.1067885223317902,1.388061725566997,140679.84615678847,0.6950673697883291,2.53523500433616,19.760528999506864,0.04212174498582718,1
0.4988807629291772,2.407604301979581,605554.6026840729,1.19093445822918,3.4505948197404104,18.20739486310999,0.1445781927437972,1
0.3249784250228779,1.126962240640582,185641.6462529124,1.1572823026883807,2.857592543298369,8.568644806490317,0.11372454963357805,1
0.202012719900165,1.0326168121687915,84057.4565851676,1.0432209147774556,1.792288177988489,6.241497314627681,0.1127121867906794,1
0.1992512198089694,2.7589869781023992,84684.30075902614,0.9384994505700964,2.515740334211026,6.375190639250532,0.07920182266007099,1
0.2785353600735474,2.179448825856289,311604.30365515937,1.0608722901898449,3.0272355087296776,16.78086600420572,0.09200980870841777,1
0.1997741949259449,1.6010594822899216,227091.57157538907,0.9715535360047796,2.3381437368145583,17.0511190141127,0.08544136606336845,1
0.1450356305320161,2.484959940113024,53632.52673243399,0.822588662682208,3.04896593236243,5.546829410369763,0.047568793403879775,1
0.1436526150289357,2.9875173786502254,130083.34547520368,0.903026540109124,3.859498021771751,13.58311633752729,0.03722054376465004,1
0.2162619141699638,2.1846140858557286,103583.9095938482,0.9771206294610332,2.74793216034345,7.184615237829617,0.07869987377815554,1
0.20401288237413,1.946642711417054,271392.55009599554,0.9975914630358744,2.403757967980672,19.954074488171365,0.08487247264145956,1
0.3123951266300502,2.607018964107908,211776.6684114613,1.1630135801953043,2.2407433267529893,10.16869264395992,0.13941584602763715,1
0.1346429752557389,1.2460718769616546,143990.82263484137,0.9022011110257738,1.7891821156114494,16.041403834252844,0.07525392417066774,1
0.1908170887877806,1.9342617476612087,201706.98639765437,0.9596913418841296,2.644371680735657,15.856047355013237,0.07215970817487191,1
0.405700377158005,1.457929353914849,274396.30916230235,1.4745777601244805,1.5773512716690874,10.145281762534644,0.2572035693284158,1
0.3863796831486049,1.8233549837485925,471171.97785706376,1.1937624730526322,2.660560055856972,18.291799429675773,0.145224943258855,1
0.309601025103164,1.5871691309865938,168678.98659573117,1.245780142263652,1.7798497271061942,8.172404461816202,0.17394784536475183,1
0.0948624105900863,1.0083173365669058,78418.06476121917,0.6371261451563072,2.909749466551516,12.399758387978547,0.032601573324631386,1
0.1305814872812096,1.2583981950190188,136362.27241754686,0.9493240925644316,3.0990638052769235,15.664043417259618,0.0421357853487438,1
0.2498102564913323,2.3647267685251845,224791.7853009468,1.1215053874006335,1.7276562035149303,13.497751561018054,0.14459488871865325,1
0.2386918366908704,1.1728221718780163,191929.22149358492,1.060567786579382,1.921245807076276,12.061318737650351,0.12423805210750632,1
0.0854248877156622,2.567990764909653,111509.08642206831,0.8041227655153215,3.313595518070179,19.580198945047663,0.025780119284267145,1
0.2913857281545239,1.531152181555678,249276.34305604483,1.178467282876124,1.827810051985398,12.832286500517204,0.1594179481823157,1
0.2096309454682728,2.998428290433719,182271.93288327192,0.9375797299896884,3.21840421752696,13.042344426495353,0.06513505802865073,1
0.4827929420203338,1.6643326063694832,450296.27816781617,1.201394348709241,3.831959353940426,13.99035401025553,0.12599114380581178,1
0.2542441432041138,1.506166951833854,277907.9862971595,1.0522875206742652,3.744238366449212,16.39612909828454,0.06790276641634388,1
0.1521744944245169,2.1521997556215022,77098.88895406768,0.9689305365259528,2.5341138224937536,7.599718590717352,0.06005037858748035,1
0.3778464378844545,1.2821556022793803,262230.5026457062,1.2092326047609918,2.22700152321642,10.41020146096612,0.1696659988533539,1
0.196035340358582,1.4463874391835236,241948.7177259521,0.9576927904380484,2.156401087324892,18.51314543209811,0.09090857053952438,1
0.2473897153452081,2.1406159697547684,309547.0804127731,0.9842022398878396,3.6327518365578864,18.768792387801803,0.06809981151358123,1
0.3050060038530789,2.694790078875448,355465.66707096883,1.082553662696076,2.788168322557217,17.481573932010022,0.1093929664810686,1
0.3218967610792814,1.7250015255243083,149150.77343911753,1.1062894697260155,2.7523429309420138,6.950245768505071,0.11695372602755913,1
0.1786822101991915,1.2266938126293128,117740.4470565854,1.014778221073406,1.88110924288728,9.884065704582223,0.09498768392894369,1
0.2971918738100299,1.842367373327076,135654.19165664786,1.0839300998079864,3.1643709649084384,6.846798496752993,0.09391815217171581,1
0.4158419592634237,1.068371654692362,414384.3214833727,1.296623499554888,2.811764641009283,14.947420970362169,0.1478935872506588,1
0.155342369778363,2.9495597580684514,191198.9801566656,0.9942880128077598,1.8118726092154305,18.462346792069177,0.08573581221343629,1
0.4540174486888469,2.4373300403074127,205226.010423345,1.2472072553994653,2.4516854514289497,6.780334467849709,0.18518584772945715,1
0.4709523627269584,1.8954453820150663,335678.96919540624,1.483045719367129,1.7616263172632536,10.691494377002025,0.2673395362636265,1
0.3371807057808333,1.3711899103683032,265108.05183492205,1.2142325064290769,2.386493044493782,11.793737628951478,0.14128711020498924,1
0.0994790951758879,1.9503997542154607,80138.67967822382,0.8377805132536863,1.9119488627778336,12.083746771600325,0.05203020703773251,1
0.4398254326387435,2.079013278491096,578809.229172316,1.1898193853208536,3.2493531859827085,19.73996452523456,0.13535784122701522,1
0.2655099064381628,2.98204070297563,226763.76125346427,1.144965147372597,1.7833294436652063,12.811033924996552,0.1488843844200042,1
0.2363196160123118,2.213020033896881,276447.6318240927,1.0992271799370414,1.6161870495401869,17.54705998314314,0.1462204613504024,1
0.4178115579544897,2.496095486437233,422212.7769938874,1.125011216647111,3.8615728613961946,15.15800971594509,0.10819724836253,1
0.4780004514022436,2.632256250002257,572465.4648805131,1.2350999165801178,2.548388921630885,17.964380468715582,0.18756966307024245,1
0.1237932436704799,2.5746554801258825,147033.978232335,0.855025960805962,2.3108041306688283,17.81607467492958,0.05357150007977949,1
0.3789674531321519,2.010174191221943,145846.71606016063,1.104238894977899,3.1417759040282034,5.77279321171553,0.12062205093821675,1
0.1775396118775078,2.8549687663611905,74240.21453743719,0.8954735001759996,3.9179500880588742,6.272421158777118,0.04531441388664264,1
0.4772802154993107,2.768349312658977,561990.5734384238,1.187329312678421,3.06078338557119,17.662283765015047,0.15593400622509024,1
0.4071030290520848,1.2127357759329886,204207.84338117097,1.2235730580818094,3.6491615024016113,7.524182902421169,0.11156070477674374,1
0.1763422983266271,2.7082683968703467,218553.65247935185,0.9260616964645544,3.7546517968170434,18.59057536563401,0.046966352106503975,1
0.1916028920684938,2.5475526207904773,234075.1745930111,0.9652327289771522,2.6391182180999597,18.32502412145228,0.07260110242671843,1
0.2064758022343868,2.432837048104416,130656.25010027726,0.979728013205184,2.9005757547024684,9.491881035431874,0.0711844198172188,1
0.4602755038368955,2.0369026563952675,327302.7968081696,1.3685577720409072,2.063049687049217,10.666528874980717,0.22310441998865682,1
0.4802012514364893,2.511229636707077,449960.7726697438,1.3358294687977117,2.342885998337266,14.055381092522673,0.20496142440446766,1
0.0774849120027461,1.5143008923007382,98191.24339414811,0.9058648886972532,2.781638677843883,19.00845742536329,0.027855850804751742,1
0.0829250006017641,1.8827138172710365,106296.2255117216,0.7472354825601158,2.380993052830786,19.22753537660999,0.03482790531588227,1
0.3820143208217352,1.865088626804125,145692.62365264335,1.3525268028152957,1.678408368061855,5.720700077653502,0.22760510975220347,1
0.1809578682982477,1.4644278759218547,134821.84834988342,0.9489309980253586,2.0306046561017053,11.175682739117644,0.08911526315794295,1
0.3563125819386177,1.7840318319778878,208562.04325677143,1.1351489924045794,3.052417702986822,8.780017342723275,0.11673126570782308,1
0.4573188541447883,2.1297912602857627,441007.11426478514,1.250588079554652,2.426569185421924,14.464977015527593,0.18846314248619753,1
0.3646819960744383,2.096850144501474,297459.8330381194,1.069799936914104,3.900893846067011,12.235036397741542,0.09348677776559358,1
0.0966678226386607,2.408556796105518,91804.18260930423,0.7494026336163752,2.167305291168679,14.2453062617015,0.04460277148427685,1
0.2551135142903253,1.9193858979117813,262834.69146771193,1.0346094113619515,3.6846624075990633,15.45398479960178,0.06923660462467117,1
0.290268645484748,1.7893909695741366,377838.9451788125,1.1250851162883724,2.3591599957571106,19.525306180477514,0.12303898252207938,1
0.3622524736087399,2.3079979250233373,352276.2940673383,1.2262268728028018,1.9861268805935388,14.586910500209171,0.18239140567922002,1
0.1091682932366084,2.2729906843422656,123177.31185975428,0.7807607404461673,2.861248670060258,16.924874641868275,0.03815407391148191,1
0.2529817883259284,2.238528382639113,307852.2618954971,1.023471608112103,3.233958103292825,18.25342432350564,0.07822667463389264,1
0.2734236582704857,2.839524358607864,208666.3732623761,1.169353069150787,1.6391185431748894,11.447420529496672,0.16681139958363106,1
0.4929627201086354,2.723628975690302,278299.3284038505,1.2039873481497398,3.306311012219468,8.468165554461837,0.1490975042235117,1
0.0615012818709119,1.5093757044836198,30797.084622940027,0.7708904232013977,1.666326374346097,7.511327492550854,0.03690830489017877,1
0.2127765098679884,1.2893858406972254,189463.83759883288,0.9598573728578164,3.6530354091165145,13.35653811478396,0.058246495321940595,1
0.3387421881396914,1.0847075695087725,137711.00262431998,1.2614857579988552,2.0700480577131977,6.0980448012957735,0.16363977004181401,1
0.0701902214142713,2.5137963649260384,48127.767067862726,0.6641947590868833,2.6814473361412867,10.285143592254837,0.026176244622905,1
0.0668658338101913,2.386325375650741,44386.711484216445,0.9414578568981278,1.5958669425767102,9.957262690438014,0.04189937896841747,1
0.2868124242208513,2.3920976174166864,276942.5247750324,1.032456563726459,3.939038496604824,14.483814231236774,0.0728128005014583,1
0.0562990392814795,2.7311508914446367,71136.33076160314,0.9291171165042608,3.391768546183857,18.953164655068434,0.016598726745320702,1
0.1255760800115024,1.251802163451416,109518.69383866436,0.8897024271022163,3.467569039621889,13.08195324642632,0.03621444261862353,1
0.0509580122505416,1.3837620532312669,64966.5215092149,0.9074347356653876,2.9970711433742263,19.123544651761136,0.017002603479465944,1
0.1533452356832567,1.6564389441527054,99121.35155677992,0.9310561643955652,2.7426195412166066,9.69590132179138,0.05591196058321449,1
0.2987948992388989,2.898458522076572,231503.8795867425,1.1369977763869474,2.7373904076461537,11.621879097155146,0.10915319144989213,1
0.357516725343292,1.073743619451811,255974.83522494035,1.2513120777743398,3.264669603945403,10.73970042852471,0.10951084450053615,1
0.1650137133563232,1.7943090638629118,80028.52507931393,0.918001784128043,3.349326539875383,7.274715851024808,0.04926772931565603,1
0.0874783673388481,1.6509407712907138,35001.17628470611,0.8081420091486039,3.8489730485116382,6.001685447979746,0.022727716259970998,1
0.3183004710922434,2.100281333516322,248635.21553501484,1.2058975979365814,2.004462985218557,11.717005068284696,0.15879588370524958,1
0.3828240621413762,2.285281891963164,454375.8504227733,1.1464630502309097,3.019504215147006,17.8035772313199,0.12678374821302849,1
0.2824211556365559,2.808720764567048,192125.8061298309,1.1593009442477096,1.8200166139424043,10.20421818419342,0.15517504261941495,1
0.4209257463024029,1.8147184111856107,262915.19478238706,1.2038749372907998,2.944723647952494,9.369177239404452,0.1429423594961375,1
0.1043808251373521,1.992775236138221,41438.42047921001,0.8913107498204622,2.1051068292804977,5.954889764190245,0.04958457389691159,1
0.3163602424073503,1.5343949401432555,109677.49616326686,1.1797559413705705,2.230256772506437,5.200281899931871,0.14184924637705015,1
0.3999962062057001,1.0375217229747586,219633.6750297472,1.2853955226343454,3.0307380884103488,8.23634093107371,0.13197979981684987,1
0.2440771944876248,1.722365322490533,316926.98680867767,1.1254459301374766,1.5268342540892763,19.477054429889375,0.15985834338856353,1
0.3933512244078113,2.5580253116949176,227904.38106227637,1.4028888659006755,1.9330963381939144,8.690873458143628,0.20348247349913148,1
0.2854422274779005,2.24166098918878,142457.71567585343,1.0422066731742905,2.888394571867941,7.486158421683567,0.09882383461664776,1
0.4629261125097994,1.1595868660835718,583102.2146680667,1.4392220890844507,2.0570533441693626,18.89401566181007,0.22504331928092455,1
0.2561659075476599,1.1162688815213722,99021.0210603254,1.0633418083681256,3.343353687702012,5.79825524061408,0.07661944606397011,1
0.2091069149246959,1.3657493103577003,232907.9353603504,1.0008775306917204,2.558712888188273,16.707333813725796,0.08172347741319134,1
0.4311940581498332,1.113728263078286,322709.8146282131,1.2896655491210671,3.011706232950917,11.226145462656508,0.14317268179484507,1
0.0643526816087092,1.2282179204359125,24231.89697007209,0.8965649264478175,3.105380497997273,5.6482254579720514,0.020722961856111236,1
0.3258010408789582,1.0067171378132238,280398.0176309799,1.2145779391892644,2.513107036062201,12.90962807582712,0.12964073404110052,1
0.2497148242085755,2.363335749470344,261672.94439756087,0.9813369329118966,3.9730545164423896,15.718306585935638,0.06285210111644246,1
0.0542566923906206,2.61935764674966,63034.53093493233,0.8959640850573133,2.3225170476057686,17.42675276289856,0.023361160016695085,1
0.1622023555399285,2.04048494552087,149321.41429199875,0.936785121383732,1.8521746104468464,13.80880818237326,0.08757400874898959,1
0.3147558891062686,2.6842899805615,237999.0597908557,1.0555219093705248,3.421655261705042,11.342078164127784,0.09198936334381708,1
0.1174090044506579,1.3407561483910402,89978.71599057944,0.8988041073372145,2.522178036598204,11.495547093459134,0.046550641051895644,1
0.4103789202277247,2.4679815248046264,222120.1551684768,1.191359125363371,2.49659790597165,8.118843740020298,0.16437525612199433,1
0.288017160868623,1.1961383361860731,302823.02101377305,1.213107917253789,1.620721789391488,15.771092602633336,0.17770919275217567,1
0.4814935987875513,2.875893870251176,295563.1186960397,1.4133780498307502,2.085739273314654,9.207696201163328,0.23085032963988947,1
0.4149532242658046,2.914136970238571,139973.0121506827,1.1305625417475444,3.746066751437532,5.059835806734961,0.11077037645059812,1
0.2766311516365115,2.737622909222794,158669.27670809475,1.025259068722707,3.733127680317755,8.603655577260334,0.0741017118420566,1
0.0569440425788839,2.1947848135263603,50428.77086075453,0.7063756276780631,3.27988014822236,13.283769972309956,0.017361622987884667,1
0.2318160701333139,1.921571154278024,239346.23836894552,1.0663421679562963,1.848150078160764,15.487250618430016,0.12543140996645244,1
0.0691985023332843,2.834493063968501,30315.58041971465,0.6119374144146031,2.094799524950636,6.571438556654911,0.03303347242019017,1
0.2557241426366113,1.1515264036672854,121147.73532294664,1.0690336474600095,3.320811415709065,7.106157483247473,0.0770065235944778,1
0.1146303731272889,2.4426234356877465,149608.65228841314,0.8781537042206422,3.990263401021352,19.577095695520853,0.02872752036819123,1
0.4113315883006095,1.858145297141274,354548.52935234056,1.145153558047873,3.769183041499253,12.929296196912643,0.10913017058916719,1
0.3240844455225339,2.0059109964240704,289376.5182932701,1.1040977889106711,3.789301881729104,13.393570207914353,0.08552616171468774,1
0.3907355053446538,1.852764121589973,487397.412609892,1.2164046018902346,2.7695963235999863,18.710767486306736,0.14108030907434432,1
0.3322120312781258,1.7678564044559706,340272.86780082114,1.111872617248374,2.5700322850160657,15.363961977461324,0.12926375797495054,1
0.4670134974788585,1.3045143636530352,171891.2596530684,1.2806837773355653,3.177854869393213,5.520972966980998,0.14695872425666537,1
0.1686942460559726,1.5757607026507308,213847.60890015977,0.8745312205033976,2.379221211645127,19.014958770070194,0.07090313638357651,1
0.1260994855506314,2.5797475313171843,131823.87619466195,0.8861040166188516,2.113446729074594,15.680937430359153,0.0596653248061029,1
0.0801185916623217,1.2363370205684852,87345.16341341572,0.8733681675614919,3.763013833492636,16.352976556593518,0.021291070191990162,1
0.1083295728574944,2.0508558107926387,108048.41286970048,0.8409379527511239,1.92952856973256,14.961068804153255,0.05614302610326692,1
0.4964371632266252,2.183838403084631,184635.77321334876,1.22985822525002,3.7984911756665154,5.578826089891115,0.13069325168025858,1
0.0888194272635489,2.8571686244223944,30169.58751640337,0.8588051123002023,3.3851205122981605,5.0950994246252295,0.026238187662999724,1
0.4226873097619345,1.327819541017163,342994.5143934636,1.2030433356050474,3.670812621281061,12.171923776939668,0.11514815747103505,1
0.3445656455092611,2.7900682464421127,221356.04309780293,1.3217349554339717,1.5730682927138842,9.636307884262944,0.21904048737439785,1
0.2670420608100348,1.4922264705948889,162115.75082683534,1.0493443772555229,3.411021057174165,9.106191942296274,0.07828801298320445,1
0.351008891875327,1.1218260176196806,344527.6847446307,1.2210981037990467,3.5851409809067665,14.723032352710383,0.09790657989314235,1
0.2395745608733846,1.9664339726332625,248475.67262881307,0.9966931273720632,2.824612819573698,15.557307402942463,0.08481677885663005,1
0.1244872756081548,2.203803529425,131835.2776802499,0.8471933380053702,3.269683357606487,15.88539194502387,0.03807318996763144,1
0.2010031661964635,1.7819369772948477,142201.8968339319,0.9735512998936326,2.390114036350428,10.611914692050794,0.08409773054317701,1
0.0813243881830169,2.045725721141185,94946.90923512696,0.8736707669121497,2.5673139055815284,17.51262653611113,0.03167683858456565,1
0.4632981171405149,1.1702157084283191,388925.7804784974,1.2977953604056678,2.9369388949570303,12.592079465343662,0.15774864023764215,1
0.450468341616034,2.47936990663473,510345.3565631779,1.166556297520533,2.9851213198780515,16.99382540620961,0.150904533968635,1
0.1694966639378749,2.9742486337372966,172114.0222746151,0.9498934035461066,2.763108450888133,15.231629190445265,0.06134274747102105,1
0.1754121273034795,2.21730858642126,202857.7777351195,0.9572829374072674,2.213856771986689,17.34695720759573,0.07923372890382005,1
0.4137222768537266,2.288204627571977,370958.92116128025,1.3148034740747507,2.019547104707323,13.449562976727302,0.20485893886277246,1
0.1903034188734507,1.3460094091905384,239077.08786729624,1.0237628127928404,1.607459035426109,18.84441351205671,0.11838772539730982,1
0.4832366093989708,1.2071925309935618,276281.9134266204,1.302964403848543,3.401911055457472,8.575982491379785,0.14204857255857548,1
0.3274063041077011,2.301838093231317,344093.4555641259,1.0888832024524633,3.433396329405233,15.76451573688707,0.09535930976090304,1
0.0586204105435569,2.551732696981194,49835.99078710974,0.7368498357462149,2.078860161138884,12.752211301065511,0.028198342360576216,1
0.3472502838984386,2.599324507833549,249832.68715256857,1.134528139220823,3.7140604821048178,10.791899909244046,0.09349613060195677,1
0.1823929201655683,1.978097755307068,81203.63928538164,0.9091020772071348,2.8908889322695317,6.678190075442773,0.06309233057334314,1
0.1574166346432995,1.2608729718097045,150565.38944724697,0.853856141662366,3.336810316278767,14.347154904094737,0.04717578157659605,1
0.2519261519177938,1.631796666152206,243705.942440394,1.04295477189555,3.227654974604937,14.51055838696241,0.07805237979274082,1
0.401506999259595,2.5320207404286816,510058.74158618215,1.0827256618741985,3.5926102670963007,19.05541158161988,0.11175913038407861,1
0.2032953312302473,2.256157652149973,72493.388873078,0.95715874053671,2.792874591162429,5.34887263035375,0.07279071243425694,1
0.0969690893349316,2.369976950741029,35283.19099289227,0.7878753281221939,3.1827014526777324,5.457902807206528,0.030467541733563377,1
0.0742003481672595,2.016175813361909,25452.536376966484,0.8115909981401875,1.5190116650887269,5.145367307359336,0.0488477803512624,1
0.4722293938965831,1.5534757382285125,400751.80179645977,1.3032652280423211,2.4816873520281693,12.729569790954924,0.19028561092139654,1
0.3527358575154942,2.5170109207992315,419594.80792215926,1.3196263595732722,1.5686370675129206,17.843159363393966,0.22486773060562573,1
0.3306060543723685,1.909019184628876,284014.0813379993,1.148401304006444,3.084007081682344,12.88606534492446,0.10720016057551364,1
0.3269378034917973,1.5578824345838949,359490.2428094482,1.1912069902270208,2.2511972698863505,16.493515233018975,0.14522841150580396,1
0.1602047842772825,1.1411798872139032,90226.28837899936,0.9130953452610884,3.982594384491184,8.447902051055694,0.04022623667153848,1
0.4507626582015416,1.711299277728576,332941.3986827815,1.523125129635349,1.742607975369567,11.079269521054222,0.2586712930118119,1
0.388267316641863,1.6949062811914932,476293.9885469857,1.1078541859086084,3.879363619008355,18.400750003881413,0.10008531160611134,1
0.317461498625624,1.0150369877151428,322100.1546814552,1.2776579044254002,1.919118222117911,15.219175683157475,0.16542050144012393,1
0.2889792639145142,2.2944317599103385,131442.6456208919,1.2028597815677415,1.646241096453846,6.822772186507571,0.17553884697508884,1
0.4758960099242589,2.32100803948419,567126.7917743747,1.2942209747681015,2.492758796834147,17.875547807113435,0.1909113751914771,1
0.1289273318340464,2.4825229086346363,149666.75504182628,0.8958470868307458,2.9211842225509006,17.41292008212138,0.044135296513912306,1
0.0599629969873807,1.4380082725888443,68720.43298514483,0.8245727022494358,2.7556641386169662,17.190710047299774,0.021759907583467478,1
0.3134175379050994,2.954908782679417,324409.5775939515,1.161256355860309,2.0428058914909903,15.526073290074486,0.1534250215405166,1
0.1968876936609731,2.526156274435708,75047.88406810144,0.909346423498499,3.2099209722227995,5.717565379987283,0.061337240189010864,1
0.2696010533263997,1.9975459340610808,171885.16913053018,1.041823388312057,3.1354569587672216,9.563306616003803,0.08598461304740719,1
0.2814862955189363,1.268608652531105,173210.81433518737,1.2344020697716778,1.5106354399180646,9.230155273591375,0.186336350969102,1
0.311403053567026,1.680653547835869,400189.0525439889,1.221953159872452,1.8788741116694725,19.27674028690213,0.16573917945483269,1
0.4050705194300453,1.9900227418658616,205985.89690827392,1.2095002214857349,2.327159163243543,7.627779128364111,0.17406223253998104,1
0.3398990908936348,1.1387426082294805,446127.7571918138,1.2043775384558817,3.408659574475897,19.68795015097972,0.09971634992206473,1
0.30812727095473,1.5032981510136838,143497.7532090194,1.1861491356553355,1.8386764414469023,6.985640353954684,0.167581018611549,1
0.2345456358292916,2.5063884815659696,220394.34636402692,0.9563335524834304,3.316593352636552,14.094976373239938,0.07071884035552255,1
0.4949543305416265,2.592244778583172,281452.83585651143,1.723848101269419,1.5072149910905928,8.529660773404652,0.3283899997461455,1
0.4367333303325919,1.607320800104909,234500.8881124385,1.2441868983456217,2.9497102732773093,8.05414443410544,0.14805973803228964,1
0.1036130386550899,2.7622699376270305,116132.31861325646,0.9103040923236266,1.7961210445678146,16.81240895750211,0.05768711355421006,1
0.1888053355910937,2.266486727943105,206867.03584480195,1.0229184880973556,1.503934625328005,16.434946226267577,0.12554091940659698,1
0.175096124801899,2.2537153305517768,68523.02409066407,0.9109573423934474,2.4898067784508657,5.870177666826429,0.0703251860013178,1
0.3920780433346682,1.091439778381242,504987.8612044862,1.26928185378225,3.950927630619845,19.319668741566367,0.09923695901085303,1
0.383688269250426,2.4228951705461736,422595.90790880576,1.0853861075715037,3.808677011973269,16.521064433415823,0.100740563729671,1
0.301644288811617,2.6610116967974804,198056.69807177785,1.1942461709377812,2.1340558178976217,9.848853703747809,0.1413478908479459,1
0.180324053755343,1.18235980485234,167408.25309589508,0.9886077946341708,3.48069092791092,13.925617487755824,0.05180697094055745,1
0.0532369810370757,2.024306612129097,18038.902883988645,0.9313519230897964,3.4963509237684858,5.082623732389848,0.015226440994571298,1
0.1268219728232888,2.673238392181938,70179.14016315805,0.8927693569982501,3.8879407827984953,8.300510384853922,0.032619316987642956,1
0.4755128017336624,1.3299243414300517,289926.551748862,1.2910512608321858,3.0595547899746247,9.145701777906654,0.15541895287895996,1
0.1542331622544777,1.7621446875581483,68287.42261473976,0.96581801202034,1.8060196977618703,6.641317108774758,0.08539949062881919,1
0.1154707444848942,1.4754598476157752,54207.24870012972,0.8855082530941619,2.722989761009215,7.041686048956889,0.04240586804193401,1
0.2617208841756037,1.3116088480102182,228847.92207338457,1.0189630580507612,3.123997187643392,13.115953057829191,0.08377756715364862,1
0.1094831555977485,2.1047891175788465,78258.6988387474,0.8062957681263498,3.463629328031557,10.72201907382135,0.031609374222492145,1
0.0916444625308282,2.0022351090060777,36802.58116042387,0.8598268821185717,3.622362711849637,6.023699655837449,0.025299637231533077,1
0.4268977794729087,1.064613315797967,500552.56340498495,1.3259851501078526,2.849824415944452,17.588024140920265,0.1497979233683531,1
0.3504542525867753,1.241442998638575,291496.4655235673,1.1611659605625682,3.043945328057556,12.476512841774849,0.11513158576025147,1
0.3686743439696605,1.8845960115197915,468819.7788854877,1.1365260481461057,2.5838616942660035,19.074548577378167,0.14268346668392004,1
0.2626160298046693,1.3354868269659554,347643.6568306224,1.0435749439730766,3.6603074427051943,19.856574849364428,0.07174698680791135,1
0.4225545176102149,1.8765303058420697,153269.70686209865,1.1828429517371009,2.971905418094132,5.440825993137843,0.1421830301319606,1
0.0866779474518684,2.3970539071291923,51311.38507089114,0.8469189559143939,3.5423845475036035,8.879660844423649,0.024468813673250763,1
0.3544297061649649,2.552717976224565,139586.69134137777,1.2189979171280765,2.1435607256197597,5.9075194141490295,0.16534623998696837,1
0.3441939404891847,1.1470466458825517,269272.413704263,1.2567059258890942,2.0074736153885344,11.73491375189059,0.1714562711313982,1
0.1490739260030368,2.056063258940208,183752.8789180904,0.8711590421555427,3.236808882235368,18.489438479772826,0.046055831971174355,1
0.3986756200856169,2.170419592649808,350738.6843499111,1.2415873825613728,2.255434231248264,13.1963932585565,0.17676224585142125,1
0.1485734605361257,1.716053485012547,68811.1620089952,0.9124394440316412,2.2929381254285137,6.947185765279769,0.0647961054371494,1
0.0761180193140988,2.308465880654305,60493.3262102047,0.8805727238363161,2.6061490344323106,11.92096038927012,0.029207086129162736,1
0.1201779942432061,2.4631193684353905,88920.83935654508,0.7687890726829287,1.8571823838151524,11.098642465682342,0.06470985041131402,1
0.4449303227895133,2.620819070965669,237331.20927329623,1.1477951542668725,3.926390818338832,8.001181211431135,0.1133178899847146,1
0.21979682911055,2.645574548639138,168807.56322587022,1.0173203083606333,1.7308520229545714,11.5202455769482,0.1269876489703354,1
0.2376539554296189,2.315779160173168,116601.7718185154,1.1015114360393936,1.6506744988404467,7.359551723496157,0.1439738455986109,1
0.1345721964466675,1.6704142550585408,80668.36610118345,0.834036364172582,3.704745596327275,8.991645551369878,0.036324274622278135,1
0.4740120148599255,1.358863794757894,179061.7110840179,1.267405762932175,2.6780860841860985,5.666366214480834,0.17699655648073884,1
0.0978028653462274,2.123136300838275,111912.95786902796,0.8493525552486214,2.991103650282126,17.164061217355442,0.03269791915669738,1
0.1595788702313045,1.663077014778931,95313.10309652452,0.8746988978940529,3.890207423530123,8.959184535995073,0.0410206585042441,1
0.3598609848079508,1.2534577585839592,334615.061170603,1.4692577855539175,1.5473419354065228,13.94768015831915,0.23256720222825664,1
0.1704730754300449,1.5201106150082655,61289.766802235645,0.9075603105647766,2.650390512467504,5.392913219371091,0.06431998402806502,1
0.4354252648240598,1.902969549535272,574587.2298270456,1.1767585302013477,2.8712696601052032,19.79400173503539,0.15164903208990332,1
0.4167714795610187,1.578201871035506,500147.6371833092,1.1715823894792832,3.488992325123038,18.000786823636894,0.11945325203497585,1
0.3287010532570669,2.1753234611704686,168593.98787226385,1.2492663765807588,1.9095499930447744,7.693646835096011,0.17213534835657987,1
0.1794919004329087,1.619714781863261,139169.7068222799,0.96787745136186,3.829629711583155,11.630305307923855,0.04686925733054943,1
0.4407007471744866,2.812752990515123,218867.06570527417,1.194155764186644,3.512106953515937,7.4495130916564385,0.12548044607050057,1
0.3482321791930046,1.936471299718684,322482.6376279046,1.1848999985941004,2.2973893745354843,13.890845974167055,0.15157734385509405,1
0.4125807121271437,1.220690981617637,453084.93768811616,1.441135774573409,1.6411279139771533,16.47259279349771,0.2514007035120648,1
0.1428292313324098,2.4036890213323,130232.16225478344,0.9597721199201932,2.103461672668105,13.677049267844655,0.06790198898715381,1
0.3328585252756148,1.2662104289928315,367689.2426838263,1.1627773773786834,2.837661737737749,16.569618085312857,0.11730028313416155,1
0.3314782829823951,1.0566317193929111,384074.9136205835,1.3526392361969513,3.821569750652471,17.38009396113207,0.08673877610785478,1
0.2793050398722344,2.5612443941901883,279727.8351078322,1.0583374382421804,2.7085249039564383,15.022706101318004,0.10312072060487375,1
0.1105927246792577,2.7252696475111327,131072.8596579885,0.8460368121242124,2.137765805787929,17.77777788341784,0.05173285323389101,1
