diameter,x_center,Re,Cd,blockage_ratio,flow_regime,U_inlet
0.099,2.659,99000.0,0.8491331088664421,0.0495,1,15.0
0.099,2.659,115500.0,0.8504834796949082,0.0495,1,17.5
0.099,2.659,132000.0,0.8526987878787878,0.0495,1,20.0
0.099,2.659,33000.0,0.8570008888888889,0.0495,1,5.0
0.099,2.659,49500.0,0.8387375982042649,0.0495,1,7.5
0.099,2.998,66000.0,0.856629898989899,0.0495,1,10.0
0.099,2.998,82500.0,0.8644569212121213,0.0495,1,12.5
0.099,2.998,99000.0,0.8645728395061727,0.0495,1,15.0
0.099,2.998,115500.0,0.8659374149659863,0.0495,1,17.5
0.099,2.998,132000.0,0.8681944444444444,0.0495,1,20.0
0.099,2.998,33000.0,0.8723432727272726,0.0495,1,5.0
0.099,2.998,49500.0,0.8540832323232322,0.0495,1,7.5
0.149,1.0,99333.33333333331,0.9280692617449664,0.0745,1,10.0
0.149,1.0,124166.66666666666,0.9369749476510068,0.0745,1,12.5
0.149,1.0,149000.0,0.938016644295302,0.0745,1,15.0
0.149,1.0,173833.3333333333,0.9399575948500206,0.0745,1,17.5
0.149,1.0,198666.66666666663,0.9422946308724832,0.0745,1,20.0
0.149,1.0,49666.66666666666,0.9412789261744968,0.0745,1,5.0
0.149,1.0,74500.0,0.9227602087994036,0.0745,1,7.5
0.149,1.332,99333.33333333331,0.9298056375838928,0.0745,1,10.0
0.149,1.332,124166.66666666666,0.9354798389261746,0.0745,1,12.5
0.149,1.332,149000.0,0.933778374347502,0.0745,1,15.0
0.149,1.332,173833.3333333333,0.938271907957814,0.0745,1,17.5
0.149,1.332,198666.66666666663,0.9383080536912752,0.0745,1,20.0
0.149,1.332,49666.66666666666,0.947893046979866,0.0745,1,5.0
0.149,1.332,74500.0,0.9268879940343028,0.0745,1,7.5
0.149,1.664,99333.33333333331,0.9272397315436244,0.0745,1,10.0
0.149,1.664,124166.66666666666,0.934029744966443,0.0745,1,12.5
0.149,1.664,149000.0,0.9330926771066368,0.0745,1,15.0
0.149,1.664,173833.3333333333,0.9332911108067388,0.0745,1,17.5
0.149,1.664,198666.66666666663,0.9350046979865774,0.0745,1,20.0
0.149,1.664,49666.66666666666,0.946533154362416,0.0745,1,5.0
0.149,1.664,74500.0,0.9271037136465324,0.0745,1,7.5
0.149,2.004,99333.33333333331,0.9176461744966444,0.0745,1,10.0
0.149,2.004,124166.66666666666,0.924999989261745,0.0745,1,12.5
0.149,2.004,149000.0,0.9232912751677852,0.0745,1,15.0
0.149,2.004,173833.3333333333,0.9223170524585672,0.0745,1,17.5
0.149,2.004,198666.66666666663,0.925358389261745,0.0745,1,20.0
0.149,2.004,49666.66666666666,0.9236524026845638,0.0745,1,5.0
0.149,2.004,74500.0,0.9152768381804623,0.0745,1,7.5
0.149,2.332,99333.33333333331,0.9226429530201344,0.0745,1,10.0
0.149,2.332,124166.66666666666,0.9293318872483222,0.0745,1,12.5
0.149,2.332,149000.0,0.9288981953765848,0.0745,1,15.0
0.149,2.332,173833.3333333333,0.9289502259964388,0.0745,1,17.5
0.149,2.332,198666.66666666663,0.9305429530201343,0.0745,1,20.0
0.149,2.332,49666.66666666666,0.9374504161073826,0.0745,1,5.0
0.149,2.332,74500.0,0.920291364653244,0.0745,1,7.5
0.149,2.659,99333.33333333331,0.929813422818792,0.0745,1,10.0
0.149,2.659,124166.66666666666,0.931839312751678,0.0745,1,12.5
0.149,2.659,149000.0,0.9304649067859808,0.0745,1,15.0
0.149,2.659,173833.3333333333,0.9274600191754554,0.0745,1,17.5
0.149,2.659,198666.66666666663,0.9377657718120804,0.0745,1,20.0
0.149,2.659,49666.66666666666,0.9435719731543624,0.0745,1,5.0
0.149,2.659,74500.0,0.919635615212528,0.0745,1,7.5
0.149,2.998,99333.33333333331,0.9093616107382552,0.0745,1,10.0
0.149,2.998,124166.66666666666,0.9181594630872484,0.0745,1,12.5
0.149,2.998,149000.0,0.9182689932885906,0.0745,1,15.0
0.149,2.998,173833.3333333333,0.9188702917408574,0.0745,1,17.5
0.149,2.998,198666.66666666663,0.9205489932885906,0.0745,1,20.0
0.149,2.998,49666.66666666666,0.9282128322147652,0.0745,1,5.0
0.149,2.998,74500.0,0.9078932140193886,0.0745,1,7.5
0.2,1.0,133333.33333333334,1.015145,0.1,1,10.0
0.2,1.0,166666.66666666666,1.025180032,0.1,1,12.5
0.2,1.0,200000.0,1.023975111111111,0.1,1,15.0
0.2,1.0,233333.3333333333,1.0245844897959184,0.1,1,17.5
0.2,1.0,266666.6666666667,1.0268735,0.1,1,20.0
0.2,1.0,66666.66666666667,1.028368,0.1,1,5.0
0.2,1.0,100000.0,1.009760711111111,0.1,1,7.5
0.2,1.332,133333.33333333334,0.984875,0.1,1,10.0
0.2,1.332,166666.66666666666,0.986125312,0.1,1,12.5
0.2,1.332,200000.0,0.9942435555555555,0.1,1,15.0
0.2,1.332,233333.3333333333,0.9945325714285714,0.1,1,17.5
0.2,1.332,266666.6666666667,0.9941265,0.1,1,20.0
0.2,1.332,66666.66666666667,0.9973048,0.1,1,5.0
0.2,1.332,100000.0,0.9756753777777778,0.1,1,7.5
0.2,1.664,133333.33333333334,0.97983,0.1,1,10.0
0.2,1.664,166666.66666666666,0.987942528,0.1,1,12.5
0.2,1.664,200000.0,0.9876115555555556,0.1,1,15.0
0.2,1.664,233333.3333333333,0.9886661224489796,0.1,1,17.5
0.2,1.664,266666.6666666667,0.990494,0.1,1,20.0
0.2,1.664,66666.66666666667,1.0011896,0.1,1,5.0
0.2,1.664,100000.0,0.9780792888888888,0.1,1,7.5
0.2,2.004,133333.33333333334,0.9682868,0.1,1,10.0
0.2,2.004,166666.66666666666,0.978309632,0.1,1,12.5
0.2,2.004,200000.0,0.9787048888888888,0.1,1,15.0
0.2,2.004,233333.3333333333,0.9792672653061224,0.1,1,17.5
0.2,2.004,266666.6666666667,0.980673,0.1,1,20.0
0.2,2.004,66666.66666666667,0.9829512,0.1,1,5.0
0.2,2.004,100000.0,0.9645525333333336,0.1,1,7.5
0.2,2.332,133333.33333333334,0.9719196,0.1,1,10.0
0.2,2.332,166666.66666666666,0.98332288,0.1,1,12.5
0.2,2.332,200000.0,0.9832177777777776,0.1,1,15.0
0.2,2.332,233333.3333333333,0.9824404897959184,0.1,1,17.5
0.2,2.332,266666.6666666667,0.9856255,0.1,1,20.0
0.2,2.332,66666.66666666667,0.9906768,0.1,1,5.0
0.2,2.332,100000.0,0.9695306666666668,0.1,1,7.5
0.2,2.659,133333.33333333334,0.9703384,0.1,1,10.0
0.2,2.659,166666.66666666666,0.977764736,0.1,1,12.5
0.2,2.659,200000.0,0.9764915555555556,0.1,1,15.0
0.2,2.659,233333.3333333333,0.9778233469387756,0.1,1,17.5
0.2,2.659,266666.6666666667,0.9802085,0.1,1,20.0
0.2,2.659,66666.66666666667,0.9870392,0.1,1,5.0
0.2,2.659,100000.0,0.9683459555555556,0.1,1,7.5
0.2,2.998,133333.33333333334,0.9766756,0.1,1,10.0
0.2,2.998,166666.66666666666,0.98532032,0.1,1,12.5
0.2,2.998,200000.0,0.9862328888888888,0.1,1,15.0
0.2,2.998,233333.3333333333,0.9887568979591836,0.1,1,17.5
0.2,2.998,266666.6666666667,0.989964,0.1,1,20.0
0.2,2.998,66666.66666666667,0.9929696,0.1,1,5.0
0.2,2.998,100000.0,0.9804920888888888,0.1,1,7.5
0.251,1.0,167333.3333333333,1.084776573705179,0.1255,1,10.0
0.251,1.0,209166.6666666667,1.091046501992032,0.1255,1,12.5
0.251,1.0,251000.0,1.0904308100929614,0.1255,1,15.0
0.251,1.0,292833.3333333333,1.0906075615903732,0.1255,1,17.5
0.251,1.0,334666.6666666666,1.0929745019920318,0.1255,1,20.0
0.251,1.0,83666.66666666666,1.112300876494024,0.1255,1,5.0
0.251,1.0,125500.0,1.0851997521027004,0.1255,1,7.5
0.251,1.332,167333.3333333333,1.071853705179283,0.1255,1,10.0
0.251,1.332,209166.6666666667,1.0817529880478087,0.1255,1,12.5
0.251,1.332,251000.0,1.0793958388667553,0.1255,1,15.0
0.251,1.332,292833.3333333333,1.0750886413529557,0.1255,1,17.5
0.251,1.332,334666.6666666666,1.075991235059761,0.1255,1,20.0
0.251,1.332,83666.66666666666,1.0989450199203186,0.1255,1,5.0
0.251,1.332,125500.0,1.0708440903054448,0.1255,1,7.5
0.251,1.664,167333.3333333333,1.0390156175298804,0.1255,1,10.0
0.251,1.664,209166.6666666667,1.0527954103585655,0.1255,1,12.5
0.251,1.664,251000.0,1.0561034085878709,0.1255,1,15.0
0.251,1.664,292833.3333333333,1.0611511179770712,0.1255,1,17.5
0.251,1.664,334666.6666666666,1.065466533864542,0.1255,1,20.0
0.251,1.664,83666.66666666666,1.0746849402390437,0.1255,1,5.0
0.251,1.664,125500.0,1.033984736609119,0.1255,1,7.5
0.251,2.004,167333.3333333333,1.0633365737051792,0.1255,1,10.0
0.251,2.004,209166.6666666667,1.0683155378486056,0.1255,1,12.5
0.251,2.004,251000.0,1.061979991146525,0.1255,1,15.0
0.251,2.004,292833.3333333333,1.059248654362143,0.1255,1,17.5
0.251,2.004,334666.6666666666,1.0616147410358563,0.1255,1,20.0
0.251,2.004,83666.66666666666,1.0808656573705178,0.1255,1,5.0
0.251,2.004,125500.0,1.0662232846392208,0.1255,1,7.5
0.251,2.332,167333.3333333333,1.0603619123505976,0.1255,1,10.0
0.251,2.332,209166.6666666667,1.069705689243028,0.1255,1,12.5
0.251,2.332,251000.0,1.0706996015936254,0.1255,1,15.0
0.251,2.332,292833.3333333333,1.0727511505000404,0.1255,1,17.5
0.251,2.332,334666.6666666666,1.0753641434262948,0.1255,1,20.0
0.251,2.332,83666.66666666666,1.0789564940239045,0.1255,1,5.0
0.251,2.332,125500.0,1.0564617972554229,0.1255,1,7.5
0.251,2.659,167333.3333333333,1.0497257370517927,0.1255,1,10.0
0.251,2.659,209166.6666666667,1.0644857370517928,0.1255,1,12.5
0.251,2.659,251000.0,1.0686916334661354,0.1255,1,15.0
0.251,2.659,292833.3333333333,1.0760492397755914,0.1255,1,17.5
0.251,2.659,334666.6666666666,1.0757509960159362,0.1255,1,20.0
0.251,2.659,83666.66666666666,1.0711955378486056,0.1255,1,5.0
0.251,2.659,125500.0,1.044441469676848,0.1255,1,7.5
0.251,2.998,167333.3333333333,1.0583529880478086,0.1255,1,10.0
0.251,2.998,209166.6666666667,1.0689509482071713,0.1255,1,12.5
0.251,2.998,251000.0,1.068156175298805,0.1255,1,15.0
0.251,2.998,292833.3333333333,1.0737767948613708,0.1255,1,17.5
0.251,2.998,334666.6666666666,1.0778828685258963,0.1255,1,20.0
0.251,2.998,83666.66666666666,1.0682352191235058,0.1255,1,5.0
0.251,2.998,125500.0,1.0490458432934926,0.1255,1,7.5
0.3,1.0,200000.0,1.1767009333333334,0.15,1,10.0
0.3,1.0,250000.0,1.1880610133333334,0.15,1,12.5
0.3,1.0,300000.0,1.1894518518518518,0.15,1,15.0
0.3,1.0,350000.0,1.1931781224489797,0.15,1,17.5
0.3,1.0,400000.0,1.198769,0.15,1,20.0
0.3,1.0,100000.0,1.1986981333333333,0.15,1,5.0
0.3,1.0,150000.0,1.1734648888888888,0.15,1,7.5
0.3,1.332,200000.0,1.1491972,0.15,1,10.0
0.3,1.332,250000.0,1.14968064,0.15,1,12.5
0.3,1.332,300000.0,1.145857185185185,0.15,1,15.0
0.3,1.332,350000.0,1.1428331972789116,0.15,1,17.5
0.3,1.332,400000.0,1.145834,0.15,1,20.0
0.3,1.332,100000.0,1.2050752,0.15,1,5.0
0.3,1.332,150000.0,1.1602913185185186,0.15,1,7.5
0.3,1.664,200000.0,1.1559418666666663,0.15,1,10.0
0.3,1.664,250000.0,1.1694976,0.15,1,12.5
0.3,1.664,300000.0,1.170117925925926,0.15,1,15.0
0.3,1.664,350000.0,1.1727407891156465,0.15,1,17.5
0.3,1.664,400000.0,1.176229,0.15,1,20.0
0.3,1.664,100000.0,1.1746394666666666,0.15,1,5.0
0.3,1.664,150000.0,1.1536602074074074,0.15,1,7.5
0.3,2.004,200000.0,1.1745665333333333,0.15,1,10.0
0.3,2.004,250000.0,1.1756151466666669,0.15,1,12.5
0.3,2.004,300000.0,1.1673765925925927,0.15,1,15.0
0.3,2.004,350000.0,1.1636580136054422,0.15,1,17.5
0.3,2.004,400000.0,1.1595383333333331,0.15,1,20.0
0.3,2.004,100000.0,1.2017978666666669,0.15,1,5.0
0.3,2.004,150000.0,1.1774034962962965,0.15,1,7.5
0.3,2.332,200000.0,1.1688268000000002,0.15,1,10.0
0.3,2.332,250000.0,1.1670229333333333,0.15,1,12.5
0.3,2.332,300000.0,1.1547952592592592,0.15,1,15.0
0.3,2.332,350000.0,1.1503220680272108,0.15,1,17.5
0.3,2.332,400000.0,1.1492156666666666,0.15,1,20.0
0.3,2.332,100000.0,1.2043824,0.15,1,5.0
0.3,2.332,150000.0,1.1753642666666666,0.15,1,7.5
0.3,2.659,200000.0,1.1731561333333334,0.15,1,10.0
0.3,2.659,250000.0,1.15735808,0.15,1,12.5
0.3,2.659,300000.0,1.1475377777777778,0.15,1,15.0
0.3,2.659,350000.0,1.145381006802721,0.15,1,17.5
0.3,2.659,400000.0,1.142564666666667,0.15,1,20.0
0.3,2.659,100000.0,1.1715018666666666,0.15,1,5.0
0.3,2.659,150000.0,1.1798696296296296,0.15,1,7.5
0.3,2.998,200000.0,1.1610846666666668,0.15,1,10.0
0.3,2.998,250000.0,1.1746244266666666,0.15,1,12.5
0.3,2.998,300000.0,1.1745386666666668,0.15,1,15.0
0.3,2.998,350000.0,1.18424337414966,0.15,1,17.5
0.3,2.998,400000.0,1.1873796666666665,0.15,1,20.0
0.3,2.998,100000.0,1.1672026666666668,0.15,1,5.0
0.3,2.998,150000.0,1.1518243555555554,0.15,1,7.5
0.351,1.0,234000.0,1.2667031339031345,0.1755,1,10.0
0.351,1.0,292499.99999999994,1.284899737891738,0.1755,1,12.5
0.351,1.0,350999.99999999994,1.2864496359607471,0.1755,1,15.0
0.351,1.0,409500.0,1.2963909064480492,0.1755,1,17.5
0.351,1.0,468000.0,1.2981390313390315,0.1755,1,20.0
0.351,1.0,117000.0,1.2658023931623934,0.1755,1,5.0
0.351,1.0,175499.99999999997,1.2529773725862616,0.1755,1,7.5
0.351,1.332,234000.0,1.2876843304843306,0.1755,1,10.0
0.351,1.332,292499.99999999994,1.303856866096866,0.1755,1,12.5
0.351,1.332,350999.99999999994,1.305527572016461,0.1755,1,15.0
0.351,1.332,409500.0,1.3088641897784754,0.1755,1,17.5
0.351,1.332,468000.0,1.314258404558405,0.1755,1,20.0
0.351,1.332,117000.0,1.2948330484330486,0.1755,1,5.0
0.351,1.332,175499.99999999997,1.2745469325735992,0.1755,1,7.5
0.351,1.664,234000.0,1.2738074074074075,0.1755,1,10.0
0.351,1.664,292499.99999999994,1.283158792022792,0.1755,1,12.5
0.351,1.664,350999.99999999994,1.2722456473567585,0.1755,1,15.0
0.351,1.664,409500.0,1.2677808709808709,0.1755,1,17.5
0.351,1.664,468000.0,1.2669692307692308,0.1755,1,20.0
0.351,1.664,117000.0,1.305225754985755,0.1755,1,5.0
0.351,1.664,175499.99999999997,1.279773700538145,0.1755,1,7.5
0.351,2.004,234000.0,1.2586324786324787,0.1755,1,10.0
0.351,2.004,292499.99999999994,1.270344205128205,0.1755,1,12.5
0.351,2.004,350999.99999999994,1.2701994301994302,0.1755,1,15.0
0.351,2.004,409500.0,1.272447188790046,0.1755,1,17.5
0.351,2.004,468000.0,1.2780532763532766,0.1755,1,20.0
0.351,2.004,117000.0,1.2857203418803422,0.1755,1,5.0
0.351,2.004,175499.99999999997,1.2542292117758784,0.1755,1,7.5
0.351,2.332,234000.0,1.2535589743589746,0.1755,1,10.0
0.351,2.332,292499.99999999994,1.2530368547008546,0.1755,1,12.5
0.351,2.332,350999.99999999994,1.2476935739157964,0.1755,1,15.0
0.351,2.332,409500.0,1.2457345659631376,0.1755,1,17.5
0.351,2.332,468000.0,1.2442048433048436,0.1755,1,20.0
0.351,2.332,117000.0,1.2957884900284904,0.1755,1,5.0
0.351,2.332,175499.99999999997,1.2593548844571067,0.1755,1,7.5
0.351,2.659,234000.0,1.2520387464387466,0.1755,1,10.0
0.351,2.659,292499.99999999994,1.2599167635327635,0.1755,1,12.5
0.351,2.659,350999.99999999994,1.2630153846153849,0.1755,1,15.0
0.351,2.659,409500.0,1.2665990348276064,0.1755,1,17.5
0.351,2.659,468000.0,1.2727364672364676,0.1755,1,20.0
0.351,2.659,117000.0,1.28580603988604,0.1755,1,5.0
0.351,2.659,175499.99999999997,1.2520987147831593,0.1755,1,7.5
0.351,2.998,234000.0,1.170665527065527,0.1755,1,10.0
0.351,2.998,292499.99999999994,1.181892923076923,0.1755,1,12.5
0.351,2.998,350999.99999999994,1.1824653371320035,0.1755,1,15.0
0.351,2.998,409500.0,1.175122832722833,0.1755,1,17.5
0.351,2.998,468000.0,1.1822629629629633,0.1755,1,20.0
0.351,2.998,117000.0,1.21481754985755,0.1755,1,5.0
0.351,2.998,175499.99999999997,1.169834099398544,0.1755,1,7.5
0.4,1.0,266666.6666666667,1.368487,0.2,1,10.0
0.4,1.0,333333.3333333333,1.36551552,0.2,1,12.5
0.4,1.0,400000.0,1.352168,0.2,1,15.0
0.4,1.0,466666.6666666666,1.343682612244898,0.2,1,17.5
0.4,1.0,533333.3333333334,1.3401045,0.2,1,20.0
0.4,1.0,133333.33333333334,1.4003048,0.2,1,5.0
0.4,1.0,200000.0,1.3814750222222223,0.2,1,7.5
0.4,1.332,266666.6666666667,1.280739,0.2,1,10.0
0.4,1.332,333333.3333333333,1.30861824,0.2,1,12.5
0.4,1.332,400000.0,1.3158862222222223,0.2,1,15.0
0.4,1.332,466666.6666666666,1.3224515918367346,0.2,1,17.5
0.4,1.332,533333.3333333334,1.33181625,0.2,1,20.0
0.4,1.332,133333.33333333334,1.2720376,0.2,1,5.0
0.4,1.332,200000.0,1.260793066666667,0.2,1,7.5
0.4,1.664,266666.6666666667,1.307146,0.2,1,10.0
0.4,1.664,333333.3333333333,1.3242464,0.2,1,12.5
0.4,1.664,400000.0,1.3200951111111112,0.2,1,15.0
0.4,1.664,466666.6666666666,1.329390367346939,0.2,1,17.5
0.4,1.664,533333.3333333334,1.3325515,0.2,1,20.0
0.4,1.664,133333.33333333334,1.2933664,0.2,1,5.0
0.4,1.664,200000.0,1.289676088888889,0.2,1,7.5
0.4,2.004,266666.6666666667,1.282832,0.2,1,10.0
0.4,2.004,333333.3333333333,1.3041830399999998,0.2,1,12.5
0.4,2.004,400000.0,1.309912888888889,0.2,1,15.0
0.4,2.004,466666.6666666666,1.316217142857143,0.2,1,17.5
0.4,2.004,533333.3333333334,1.3190317500000002,0.2,1,20.0
0.4,2.004,133333.33333333334,1.264582,0.2,1,5.0
0.4,2.004,200000.0,1.2560083555555557,0.2,1,7.5
0.4,2.332,266666.6666666667,1.30548,0.2,1,10.0
0.4,2.332,333333.3333333333,1.31262016,0.2,1,12.5
0.4,2.332,400000.0,1.3111262222222222,0.2,1,15.0
0.4,2.332,466666.6666666666,1.312812081632653,0.2,1,17.5
0.4,2.332,533333.3333333334,1.3071505,0.2,1,20.0
0.4,2.332,133333.33333333334,1.2795624,0.2,1,5.0
0.4,2.332,200000.0,1.3057342222222224,0.2,1,7.5
0.4,2.659,266666.6666666667,1.289819,0.2,1,10.0
0.4,2.659,333333.3333333333,1.29779904,0.2,1,12.5
0.4,2.659,400000.0,1.2914195555555557,0.2,1,15.0
0.4,2.659,466666.6666666666,1.2926550204081633,0.2,1,17.5
0.4,2.659,533333.3333333334,1.28774975,0.2,1,20.0
0.4,2.659,133333.33333333334,1.330936,0.2,1,5.0
0.4,2.659,200000.0,1.2915655111111113,0.2,1,7.5
0.4,2.998,266666.6666666667,1.319224,0.2,1,10.0
0.4,2.998,333333.3333333333,1.33612864,0.2,1,12.5
0.4,2.998,400000.0,1.331231111111111,0.2,1,15.0
0.4,2.998,466666.6666666666,1.335901387755102,0.2,1,17.5
0.4,2.998,533333.3333333334,1.3389555,0.2,1,20.0
0.4,2.998,133333.33333333334,1.3316903999999998,0.2,1,5.0
0.4,2.998,200000.0,1.3143399111111111,0.2,1,7.5
